question,answerA,answerB,answerC,answerD,correctAnswer,,,,,,,,,,,,,,,,,,,
রাইফেল রোটি আওরাত কোন ধরনের রচনা? ,ছোটগল্প ,নাটক ,প্রবন্ধ ,উপন্যাস ,4,",",',",",',',",",',"',",',',",",',উপন্যাস ,',",",',4,');,#REF!
কোন বানানটি শুদ্ধ? ,স্বায়ত্ত্বশাসন ,স্বায়ত্তশাসন ,স্বায়ত্বশাসন ,সায়ত্বশাসন ,2,",",',",",',',",",',"',",',',",",',সায়ত্বশাসন ,',",",',2,');,#REF!
কোনটি প্রতীক্ষা শব্দের প্রতিশব্দ? ,এন্তেজার ,নিবর্তক ,বিলম্বন ,সমাপন্ন ,1,",",',",",',',",",',"',",',',",",',সমাপন্ন ,',",",',1,');,#REF!
সে সকাল থেকেই খাই খাই করছে। এ বাক্যে খাই খাই কোন ধরনের পদ? ,ক্রিয়াপদ ,ক্রিয়া বিশেষ্য ,দ্বিত্ব বিশেষণ ,ক্রিয়া বিশেষণ ,3,",",',",",',',",",',"',",',',",",',ক্রিয়া বিশেষণ ,',",",',3,');,#REF!
বাবা শব্দটি কোন ভাষা থেকে এসেছে? ,সংস্কৃত ,অহমিয়া ,হিন্দি ,তুর্কি ,4,",",',",",',',",",',"',",',',",",',তুর্কি ,',",",',4,');,#REF!
কোনটি সূর্য শব্দের সমার্থক শব্দ নয়? ,আফতাব ,বারীন্দ্র ,আদিত্য ,অর্ক ,2,",",',",",',',",",',"',",',',",",',অর্ক ,',",",',2,');,#REF!
পায়ের আওয়াজ পাওয়া যায় কাব্যনাট্যের রচয়িতা কে? ,বুদ্ধদেব বসু ,সৈয়দ ওয়ালীউলাহ ,সৈয়দ শামসুল হক ,মুনীসর চৌধুরী ,3,",",',",",',',",",',"',",',',",",',মুনীসর চৌধুরী ,',",",',3,');,#REF!
পঞ্চভূত কার লেখা? ,রবীন্দ্রনাথ ঠাকুর ,কাজী নজরুল ইসলাম ,জহির রায়হান ,কোনটিই নয় ,1,",",',",",',',",",',"',",',',",",',কোনটিই নয় ,',",",',1,');,#REF!
কোনটি তৎসম শব্দ? ,চেয়ার ,আনারস ,টেবিল ,হস্ত ,4,",",',",",',',",",',"',",',',",",',হস্ত ,',",",',4,');,#REF!
কোনটি অশুদ্ধ সন্ধি বিচ্ছেদ? ,মনঃ + কষ্ট= মনঃকষ্ট ,প্রাতঃ + কাল = প্রতঃকাল ,মনঃ + কামনা = মনঃকামনা ,আন্তঃ + করণ = আন্তঃকরণ ,3,",",',",",',',",",',"',",',',",",',আন্তঃ + করণ = আন্তঃকরণ ,',",",',3,');,#REF!
শাক-সবজি শব্দটি নিচের কোন দুইয়ের মিলন? ,তৎসম + ফারসি ,তদ্ভব + ফারসি ,পর্তুগীজ + আরবি ,কোনটিই নয় ,1,",",',",",',',",",',"',",',',",",',কোনটিই নয় ,',",",',1,');,#REF!
সৌম্য এর বিপরীত শব্দ কি? ,অসুন্দর ,কুৎসিত ,কাপুরুষ ,কোনটিই নয় ,4,",",',",",',',",",',"',",',',",",',কোনটিই নয় ,',",",',4,');,#REF!
নিচের কোন বাগধারাটির ভিন্নার্থক? ,আদার-কাঁচকলায় ,দা-কুমড়া ,রুই-কাতলা ,অহি-নকুল ,3,",",',",",',',",",',"',",',',",",',অহি-নকুল ,',",",',3,');,#REF!
ছন্দে নিপুন যিনি এক কথায় কি হবে? ,কবি ,ছান্দসিক ,ছন্দবেত্তা ,কোনটিই নয় ,2,",",',",",',',",",',"',",',',",",',কোনটিই নয় ,',",",',2,');,#REF!
কল্কে পাওয়া এর সঠিক অর্থ কোনটি? ,পাত্তা পাওয়া ,প্রভাবিত হওয়া ,শাস্তি পাওয়া ,সাধু সাজা ,1,",",',",",',',",",',"',",',',",",',সাধু সাজা ,',",",',1,');,#REF!
কোনটি নিত্য সমাসের সমস্ত পদ? ,নরপশু ,মনমাঝি ,গ্রামান্তর ,উপনদী ,3,",",',",",',',",",',"',",',',",",',উপনদী ,',",",',3,');,#REF!
শিউলমালা কে লিখেছেন? ,আল মাহমুদ ,ফররুখ ইসলাম ,শামসুর রাহমান ,কাজী নজরুল ইসলাম ,4,",",',",",',',",",',"',",',',",",',কাজী নজরুল ইসলাম ,',",",',4,');,#REF!
না পড়ে পণ্ডিত প্রবচনটির অর্থ ,স্বভাব পণ্ডিত ,কোনো বিষয়ে না জেনে পাণ্ডিত্য প্রকাশ করা ,ডিগ্রিবিহীন পণ্ডিত ,নিজে নিজেকে পণ্ডিত ভাবা,2,",",',",",',',",",',"',",',',",",',2,',",",',#REF!,');,#REF!
Gratuity শব্দের বাংলা পরিভাষা ,পারিশ্রমিক ,পারিতোষিক ,আনুতোষিক ,মহার্ষ ,3,",",',",",',',",",',"',",',',",",',মহার্ষ ,',",",',3,');,#REF!
দিবারাত্রির কাব্য একটি ,উপন্যাস ,কবিতার বই ,বাড়ির নাম ,নাটক ,1,",",',",",',',",",',"',",',',",",',নাটক ,',",",',1,');,#REF!
মনীষা শব্দের শুদ্ধ উচ্চারণ কোনটি? ,মোনিষা ,মোনিশা ,মোনীশা ,মনিসা ,2,",",',",",',',",",',"',",',',",",',মনিসা ,',",",',2,');,#REF!
জলের রেখা খলের পিরিতি প্রবাদটির অর্থ কি? ,নির্বাক হয়ে থাকা ,ক্ষতি হওয়া ,নিরপেক্ষ ,ক্ষণস্থায়ী ,4,",",',",",',',",",',"',",',',",",',ক্ষণস্থায়ী ,',",",',4,');,#REF!
নিচের কোন বিপরীত শব্দজোড় অশুদ্ধ? ,মৌন-মুখর ,বাদ-প্রতিবাদ ,আবশ্যিক-আংশিক ,হংস-মিথুন ,3,",",',",",',',",",',"',",',',",",',হংস-মিথুন ,',",",',3,');,#REF!
বাংলাদেশ ছাড়াও কোন জায়গায় মানুষের মুখের ভাষা বাংলা? ,পশ্চিবঙ্গ ও আসাম ,নদীয়া ,আরাকান ,অযোধ্যা ,1,",",',",",',',",",',"',",',',",",',অযোধ্যা ,',",",',1,');,#REF!
মোদের গরব মোদের আশা আমরি বাংলা ভাষা গানের রচয়িতা কে? ,কাজী নজরুল ইসলাম ,অতুল প্রসাদ সেন ,আব্দুল গাফ্‌ফার চৌধুরী ,রবীন্দ্রনাথ ঠাকুর ,2,",",',",",',',",",',"',",',',",",',রবীন্দ্রনাথ ঠাকুর ,',",",',2,');,#REF!
কোনটি নজরুল রচিত নাটক নয়? ,ঝিলিমিলি ,পুতুলের বিয়ে ,আলেয়া ,পদ্মাবতী ,4,",",',",",',',",",',"',",',',",",',পদ্মাবতী ,',",",',4,');,#REF!
পাশাপাশি দুইটি ধ্বনির মিলনকে কি বলে? ,কারক ,সমাস ,সন্ধি ,অনুসর্গ ,3,",",',",",',',",",',"',",',',",",',অনুসর্গ ,',",",',3,');,#REF!
নাবিক এর সন্ধি বিচ্ছেদ কোনটি? ,নৌ + ইক ,নাবি + ইক ,নাবি + ষ্ণিক ,নো + ইক ,1,",",',",",',',",",',"',",',',",",',নো + ইক ,',",",',1,');,#REF!
কোনটি উভয় লিঙ্গ? ,কলম ,বিদুষী ,কনে ,সন্তান ,4,",",',",",',',",",',"',",',',",",',সন্তান ,',",",',4,');,#REF!
সৌভাগ্যের বিষয় কথাটিকে কোন বাগধারা দিয়ে বুঝানো হয়েছে? ,কেউকেটা ,একাদশে বৃহস্পতি ,গোঁফ খেজুড়ে ,এলাহী কাণ্ড ,2,",",',",",',',",",',"',",',',",",',এলাহী কাণ্ড ,',",",',2,');,#REF!
নিম্নের কোন বানানটি সঠিক? ,সমীচিন ,সমিচিন ,সমীচীন ,সমিচীন ,3,",",',",",',',",",',"',",',',",",',সমিচীন ,',",",',3,');,#REF!
সমাচার দর্পন পত্রিকার সম্পাদক ছিলেন ,জন ক্লার্ক মার্শম্যান ,জন আব্রাহাম গ্রিয়ার্সন ,উইলিয়াম কেরি ,ডেভিড হেয়ার ,1,",",',",",',',",",',"',",',',",",',ডেভিড হেয়ার ,',",",',1,');,#REF!
বিভা : কিরণ :: সুবলিত :? ,সুবিদিত ,সুবিনীত ,বিধিত ,সুগঠিত ,4,",",',",",',',",",',"',",',',",",',সুগঠিত ,',",",',4,');,#REF!
নিচের কোন শব্দটি প্রত্য্যযোগে গঠিত হয়নি? ,সভাসদ ,গুভেচ্ছা ,ফলবান ,তম্বী ,2,",",',",",',',",",',"',",',',",",',তম্বী ,',",",',2,');,#REF!
এ যে আমারদের চেনা লোক বাক্যে চেনা কোন পদ? ,বিশেষ্য ,অব্যয় ,ক্রিয়া ,বিশেষণ ,4,",",',",",',',",",',"',",',',",",',বিশেষণ ,',",",',4,');,#REF!
জজ সাহেব কোন সমাসের উদাহরণ? ,কর্মধারয় ,দ্বিগু ,দ্বন্দ্ব ,বহুব্রীহি ,1,",",',",",',',",",',"',",',',",",',বহুব্রীহি ,',",",',1,');,#REF!
জল শব্দের সমার্থক নয় কোনটি? ,সলিল ,উদক ,জলধি ,নীর ,3,",",',",",',',",",',"',",',',",",',নীর ,',",",',3,');,#REF!
নিচের কোনটি রবীন্দ্রনাথ ঠাকুরের রচনা? ,চতুষ্কোণ ,চতুরঙ্গ ,চতুদর্শী ,চতুষ্পাণ্ডী ,2,",",',",",',',",",',"',",',',",",',চতুষ্পাণ্ডী ,',",",',2,');,#REF!
কাজী নজরুল ইদলামের কোন কবিতাটি নিষিদ্ধ হয়েছে? ,অগ্নিবীণা ,বিষের বাঁশী ,মৃত্যুক্ষুধা ,আনন্দময়ীর আগমনে ,4,",",',",",',',",",',"',",',',",",',আনন্দময়ীর আগমনে ,',",",',4,');,#REF!
কবি কায়কোবাদের রচিত মহাশ্মশান কাব্যের ঐতিহাসিক পটভূমি ছিল? ,পানিপথের তৃতীয় যুদ্ধ ,পলাশীর যুদ্ধ ,সিপাহী বিদ্রোহ ,ছিয়াত্তরের মন্বন্তর ,1,",",',",",',',",",',"',",',',",",',ছিয়াত্তরের মন্বন্তর ,',",",',1,');,#REF!
সিতকর শব্দটির অর্থ কী? ,সমুদ্র ,চোর ,চন্দ্র ,সূর্য ,3,",",',",",',',",",',"',",',',",",',সূর্য ,',",",',3,');,#REF!
নিচের কোনটি ভ্রমর অর্থে শুদ্ধ নয়? ,মধুলেহ ,মধুম্য ,ভোমরা ,মৌমাছি ,2,",",',",",',',",",',"',",',',",",',মৌমাছি ,',",",',2,');,#REF!
কালের কলস কোন ধরনের রচনা? ,কাব্য ,নৃত্যনাট্য ,কথাসাহিত্য ,উপন্যাস ,1,",",',",",',',",",',"',",',',",",',উপন্যাস ,',",",',1,');,#REF!
বাংলা ভাষায় স্বরবর্ণ ও ব্যঞ্জনবর্ণ কয়টি? ,১৩ টি ও ৩৮ টি ,১৫ টি ও ৪১ টি ,১০ টি ও ৩৭ টি ,১১ টি ও ৩৯ টি ,4,",",',",",',',",",',"',",',',",",',4,',",",',#REF!,');,#REF!
কোন কিছুর নামকে বলে ,বিশেষণ ,বিশেষ্য ,অব্যয় ,ক্রিয়া ,2,",",',",",',',",",',"',",',',",",',ক্রিয়া ,',",",',2,');,#REF!
বিশ্বকবি রবীন্দ্রনাথ ঠাকুর নোবেল পুরস্কার পান নিম্নবর্ণিত কোন কাব্যগ্রন্থের জন্য? ,অগ্নিবীণা ,পথের পাঁচালি ,গীতাঞ্জলি ,সোনার তরী ,3,",",',",",',',",",',"',",',',",",',সোনার তরী ,',",",',3,');,#REF!
বাংলা ভাষায় পদ কত প্রকার? ,দুই প্রকার ,তিন প্রকার ,চার প্রকার ,পাঁচ প্রকার ,4,",",',",",',',",",',"',",',',",",',পাঁচ প্রকার ,',",",',4,');,#REF!
রিক্সা কোন দেশি শব্দ? ,জাপানি ,রুশ ,বাংলাদেশি ,চীনা ,1,",",',",",',',",",',"',",',',",",',চীনা ,',",",',1,');,#REF!
স্বাধীনতা তুমি কবিতাটি রচনা করেন ,কাজী নজরুল ইসলাম ,সৈয়দ শামসুল হক ,শামসুর রাহমান ,হুমায়ুন আহমেদ ,3,",",',",",',',",",',"',",',',",",',হুমায়ুন আহমেদ ,',",",',3,');,#REF!
বাক্য কত প্রকার? ,দুই প্রকার ,তিন প্রকার ,চার প্রকার ,পাঁচ প্রকার ,4,",",',",",',',",",',"',",',',",",',পাঁচ প্রকার ,',",",',4,');,#REF!
পদ্মরাগ উপন্যাসটির রচয়িতা কে? ,রোকেয়া সাখাওয়াত হোসেন ,সুফিয়া কামাল ,শওকত ওসমান ,শামসুর রাহমান ,1,",",',",",',',",",',"',",',',",",',শামসুর রাহমান ,',",",',1,');,#REF!
ছাত্র সমাজ শব্দটি কোন সমাসের উদাহরণ? ,দ্বন্দ্ব ,তৎপুরুষ ,কর্মধারয় ,দ্বিগু ,2,",",',",",',',",",',"',",',',",",',দ্বিগু ,',",",',2,');,#REF!
পাখিরা দলে দলে কলরব করছেঃ এখানে দলে দলে কি অর্থ বুঝাচ্ছে? ,প্রায় ,ধারাবাহিকতা ,আধিক্য ,পৌনপুনিকতা ,3,",",',",",',',",",',"',",',',",",',পৌনপুনিকতা ,',",",',3,');,#REF!
ভ্রম শব্দের অর্থ হলঃ ,ভ্রমর ,দার ,দম্ভ ,প্রমাদ ,4,",",',",",',',",",',"',",',',",",',প্রমাদ ,',",",',4,');,#REF!
মুনীর চৌধুরী রচিত কেউ কিছু বলতে পারে না একটি- ,উপন্যাস ,গল্প ,অনুবাদ নাটক ,প্রবন্ধ ,1,",",',",",',',",",',"',",',',",",',প্রবন্ধ ,',",",',1,');,#REF!
সপ্তাহ কোন প্রকারের শব্দ? ,অংকবাচক ,গণনাবাচক ,গুণবাচক ,ক্রমবাচক ,2,",",',",",',',",",',"',",',',",",',ক্রমবাচক ,',",",',2,');,#REF!
নিচের কোন বানানটি শুদ্ধ? ,শিরোশ্চেদ ,শিরোচ্ছেদ ,শিরচ্ছেদ ,শিরশ্ছেদ ,4,",",',",",',',",",',"',",',',",",',শিরশ্ছেদ ,',",",',4,');,#REF!
নিচের কোনটি বিনয়কৃষ্ণ মুখোপাধ্যায়ের ছদ্মনাম? ,বনফুল ,যাযাবর ,অবধূত ,কানাই ,2,",",',",",',',",",',"',",',',",",',কানাই ,',",",',2,');,#REF!
চশমা শব্দটি কোন ভাষা থেকে আগত? ,ফারসি ,পর্তুগিজ ,আরবি ,তুর্কি ,1,",",',",",',',",",',"',",',',",",',তুর্কি ,',",",',1,');,#REF!
সকল দেশের রাণী সে যে আমার জন্মভূমি চরণটি কোন কবির রচনা? ,জসীমউদ্দীন ,রবীন্দ্রনাথ ঠাকুর ,দ্বিজেন্দ্রলাল রায় ,মধুসূদন দত্ত ,3,",",',",",',',",",',"',",',',",",',মধুসূদন দত্ত ,',",",',3,');,#REF!
নিচের কোনটি খাতক শব্দের বিপরীত শব্দ? ,স্তদ্ধ ,মহাজন ,স্বজন ,তরল ,2,",",',",",',',",",',"',",',',",",',তরল ,',",",',2,');,#REF!
বাগধারার অর্থ নির্ণয় করুন গোকুলের ষাঁড় । ,দুর্লভ বস্তু ,দুর্বল ও ব্যক্তিত্বহীন ,অপদার্থ ,স্বেচ্ছাচারী ,4,",",',",",',',",",',"',",',',",",',স্বেচ্ছাচারী ,',",",',4,');,#REF!
কাজলকালো কোন সমাস? ,উপমান কর্মধারায় ,মধ্যপদলোপী কর্মধারয় ,রূপক কর্মধারয় ,উপমিত কর্মধারয় ,1,",",',",",',',",",',"',",',',",",',উপমিত কর্মধারয় ,',",",',1,');,#REF!
খ্রিস্টান কোন ধরনের শব্দ? ,বিদেশী শব্দ ,মিশ্র শব্দ ,তৎসম শব্দ ,অর্ধ-তৎসম শব্দ ,2,",",',",",',',",",',"',",',',",",',অর্ধ-তৎসম শব্দ ,',",",',2,');,#REF!
জয়ের জন্য যে উৎসব এক কথায় কি হবে? ,বিজয়োৎসব ,বিজয়জয়ন্তী ,জয়ন্তী ,জয়ান্তী ,3,",",',",",',',",",',"',",',',",",',জয়ান্তী ,',",",',3,');,#REF!
পরস্পর কাছাকাছি ধ্বনি বা বর্ণের মিলনকে বলে ,ক্রিয়া ,সমাস ,কারক ,সন্ধি ,4,",",',",",',',",",',"',",',',",",',সন্ধি ,',",",',4,');,#REF!
হায়রে আমড়া কেবল আঁটি এর চামড়া প্রবাদটির অর্থ কি? ,বাইরে ফিটফাট ভেত্রে সদরঘাট ,অন্তসারশূন্য অবস্থা ,"বরের ঘরের মাসী, কনের ঘরের পিসী ",সামান্য ব্যাপারে বৃহৎ আয়োজন ,2,",",',",",',',",",',"',",',',",",',সামান্য ব্যাপারে বৃহৎ আয়োজন ,',",",',2,');,#REF!
প্রথম বাংলা সাময়িকপত্র কোনটি? ,সমাচার দর্পন ,বেঙ্গল গেজেট ,দিগদর্শন ,বঙ্গদূত ,3,",",',",",',',",",',"',",',',",",',বঙ্গদূত ,',",",',3,');,#REF!
কুজবটিকা শব্দটির সন্ধিবিচ্ছেদ কোনটি? ,কুজ + ঝটিকা ,কুণ + ঝটিকা ,কু + ঝটিকা ,কুৎ + ঝাটিকা ,4,",",',",",',',",",',"',",',',",",',কুৎ + ঝাটিকা ,',",",',4,');,#REF!
"ছোট প্রাণ, ছোট ব্যাথা, ছোট ছোট দুঃখ-কথা খোট গল্প সম্পর্কে এ মন্তব্য কার? ",রবীন্দ্রনাথ ঠাকুর ,কাজী নজরুল ইসলাম ,প্রমথ চৌধুরী ,গিরিশচন্দ্র ঘোষ ,1,",",',",",',',",",',"',",',',",",',গিরিশচন্দ্র ঘোষ ,',",",',1,');,#REF!
বাংলা বর্ণমালায় মোট বর্ণ কয়টি? ,৫১ টি ,৪৯ টি ,৪৮ টি ,৫০ টি ,4,",",',",",',',",",',"',",',',",",',৫০ টি ,',",",',4,');,#REF!
বিগ্রহ শব্দের বিপরীত শব্দ হল,বিবাদ ,সন্ধি ,সংকোচন ,বিস্তৃত ,2,",",',",",',',",",',"',",',',",",',বিস্তৃত ,',",",',2,');,#REF!
কারক নির্ণয় কর ডাক্তার ডাক। ,কর্মকারক ,অধিকরণ কারক ,করণকারক ,কর্তৃকারক ,1,",",',",",',',",",',"',",',',",",',কর্তৃকারক ,',",",',1,');,#REF!
শুদ্ধ বানান কোনটি? ,মুমুর্ষু ,দুরদর্শী ,মোহিণী ,ফুলদানী ,3,",",',",",',',",",',"',",',',",",',ফুলদানী ,',",",',3,');,#REF!
বীরবল কোন কবির ছদ্মনাম? ,মীর মশারররফ হোসেন ,প্রমথ চৌধুরী ,বিমল ঘোষ ,সমরেশ বসু ,2,",",',",",',',",",',"',",',',",",',সমরেশ বসু ,',",",',2,');,#REF!
ষ্ণ শব্দের যুক্তক্ষরটি কোন কোন বর্ণের সমম্বয়ে গঠিত? ,ষ + ঞ ,ষ + ন ,ষ + ঙ ,ষ + ণ ,4,",",',",",',',",",',"',",',',",",',ষ + ণ ,',",",',4,');,#REF!
জ্যোৎস্নারাত কোন সমাস? ,দ্বিগু ,কর্মধারয় ,তৎপুরুষ ,বহুব্রীহি ,2,",",',",",',',",",',"',",',',",",',বহুব্রীহি ,',",",',2,');,#REF!
কোন বানানটি শুদ্ধ? ,মুমুক্ষু ,মূমুক্ষ ,মুমূক্ষু ,মুমুক্ষ ,1,",",',",",',',",",',"',",',',",",',মুমুক্ষ ,',",",',1,');,#REF!
দামিনী শব্দের অর্থ কি? ,রাত্রি ,ধরিত্রী ,জলধি ,বিদ্যুৎ ,4,",",',",",',',",",',"',",',',",",',বিদ্যুৎ ,',",",',4,');,#REF!
সুধীন্দ্র শব্দের সন্ধি বিচ্ছেদ কোনটি? ,সুধি + ইন্দ্র ,সুধি + ঈন্দ্র ,সুধী + ইন্দ্র ,সুধী + ঈন্দ্র ,3,",",',",",',',",",',"',",',',",",',সুধী + ঈন্দ্র ,',",",',3,');,#REF!
নিচের কোন শব্দটি অর্থ-তৎসম শব্দ? ,হস্ত ,গিন্নী ,গঞ্জ ,পাত্র ,2,",",',",",',',",",',"',",',',",",',পাত্র ,',",",',2,');,#REF!
চাতুর্য শব্দের বিশেষণ কোনটি? ,চতুর ,চতুরতা ,চতুবালি ,চৈতন্য ,1,",",',",",',',",",',"',",',',",",',চৈতন্য ,',",",',1,');,#REF!
আগে প্রতি বছর এখানে খেলা হত বাক্যটি কোন ধরনের অতীতকাল নির্দেশ করে? ,পুরাঘাটিত অতীত ,ঘটনার অতীত ,সাধারণ অতীত ,নিত্যবৃত্ত অতীত ,4,",",',",",',',",",',"',",',',",",',নিত্যবৃত্ত অতীত ,',",",',4,');,#REF!
নারীকে সম্বোধনের ক্ষেত্রে প্রযোজ্য হবে কোনটি? ,কল্যাণীয়েষু ,সুচরিতেষু ,শ্রদ্ধাস্পদাসু ,প্রীতিভাজনেষু ,3,",",',",",',',",",',"',",',',",",',প্রীতিভাজনেষু ,',",",',3,');,#REF!
সাহেব শব্দের বহুবচন কোনটি? ,সাহেবগণ ,সাহেবমণ্ডলী ,সাহেবকুল ,সাহেবান ,4,",",',",",',',",",',"',",',',",",',সাহেবান ,',",",',4,');,#REF!
নিজস্ব কোনো অর্থবাচকতা না থাকলেও নতুন শব্দ সৃজনের ক্ষমতা আছে কোনটির? ,অনুসর্গের ,উপসর্গের ,বিভক্তির ,পদাশ্রিত ,2,",",',",",',',",",',"',",',',",",',পদাশ্রিত ,',",",',2,');,#REF!
কৃৎ প্রত্যয়ের উদাহরণ কোনটি? ,মিশ্‌ + উক ,চোর + আ ,ঢাকা + ই ,সোনা + আলি ,1,",",',",",',',",",',"',",',',",",',সোনা + আলি ,',",",',1,');,#REF!
প্রিয়ংবদা যথার্থ কহিয়াছে বাক্যটির নেতিবাচক রূপ কোনটি ? ,প্রিয়ংবদা যথার্থ কহে নাই ,প্রিয়ংবদা অযথার্থ কহিয়াছে ,প্রিয়ংবদা অযথার্থ কহে নাই ,কোনটিই নয় ,3,",",',",",',',",",',"',",',',",",',কোনটিই নয় ,',",",',3,');,#REF!
হরণ করার ইচ্ছা কে এক কথায় কী বলে? ,জিজ্ঞাসা ,জির্হীষা ,জিঘাংসা ,জিগীষা ,2,",",',",",',',",",',"',",',',",",',জিগীষা ,',",",',2,');,#REF!
ময়ূর শব্দের সমার্থক শব্দ কোনটি? ,শিলীমূখ ,বনীতা ,দ্বিজ ,কলাপী ,4,",",',",",',',",",',"',",',',",",',কলাপী ,',",",',4,');,#REF!
কোন বানানটি শুদ্ধ? ,সুচিস্মিতা ,সূচিষ্মিতা ,ব্যাখ্যা বিশ্লেষ্ণ ,সূচীস্মিতা ,3,",",',",",',',",",',"',",',',",",',সূচীস্মিতা ,',",",',3,');,#REF!
টিকা ভাষ্য অর্থ কি? ,ব্যাখ্যা বিশ্লেষণ ,উৎস খোঁজা ,নির্ঘণ্ট ,সারকথা ,1,",",',",",',',",",',"',",',',",",',সারকথা ,',",",',1,');,#REF!
কালান্তর প্রবন্ধে লেখক কে? ,আনিসুজ্জামান ,রবীন্দ্রনাথ ঠাকুর ,কাজী নজরুল ইসলাম ,প্রমথ চৌধুরী ,2,",",',",",',',",",',"',",',',",",',প্রমথ চৌধুরী ,',",",',2,');,#REF!
কাঁচি কোন ধরনের শব্দ? ,ফার্সি ,হিন্দি ,উর্দু ,তুর্কি ,4,",",',",",',',",",',"',",',',",",',তুর্কি ,',",",',4,');,#REF!
সব ঝিনুকে মুক্তা মিলে না বাক্যে নিম্নরেখ শব্দটি কোন কারকে কোন বিভক্তি? ,অপাদানে সপ্তমী ,কর্তায় দ্বিতীয়া ,অধিকরণে সপ্তমী ,কর্মে দ্বিতীয়া ,1,",",',",",',',",",',"',",',',",",',কর্মে দ্বিতীয়া ,',",",',1,');,#REF!
হাঙ্গর নদী গ্রেনেড উপন্যাসের রচয়িতা কে? ,জহির রায়হান ,সৈয়দ শামসুল হক ,সেলিনা হোসেন ,শওকত ওসমান ,3,",",',",",',',",",',"',",',',",",',শওকত ওসমান ,',",",',3,');,#REF!
প্রক্ষালন শব্দের অর্থ কি? ,ধৌত করণ ,দেরি করা ,ছুড়ে মারা ,লাফ দেয়া ,1,",",',",",',',",",',"',",',',",",',লাফ দেয়া ,',",",',1,');,#REF!
উজানের কৈ বাগধারার অর্থ কী? ,অপদার্থ ,চালাক ,বিরল বস্তু ,সহজ লভ্য ,4,",",',",",',',",",',"',",',',",",',সহজ লভ্য ,',",",',4,');,#REF!
ঘটিরাম বাগধারার অর্থ কী? ,অপদার্থ ,পরিশ্রমী ,অলস ,চাটুকার ,1,",",',",",',',",",',"',",',',",",',চাটুকার ,',",",',1,');,#REF!
পাতক শব্দের অর্থ কী? ,পাখি ,পশু ,পাপ ,অভিশাপ ,3,",",',",",',',",",',"',",',',",",',অভিশাপ ,',",",',3,');,#REF!
কিশলয় শব্দের অর্থ কী? ,কিশোরদের থাকার স্থান ,কচি পাতা ,কিশোর কাল ,বিদ্যালয় ,2,",",',",",',',",",',"',",',',",",',বিদ্যালয় ,',",",',2,');,#REF!
